Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country/Region,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
8519,IN-2020-63766,2020-11-22,2020-11-26,Standard Class,MK-18160,Mike Kennedy,Consumer,Mangalore,Karnataka,India,Central Asia,FUR-BO-10003029,Furniture,Bookcases,"Sauder Library with Doors, Traditional",1162.89,3,0,81.36
8520,IN-2020-63766,2020-11-22,2020-11-26,Standard Class,MK-18160,Mike Kennedy,Consumer,Mangalore,Karnataka,India,Central Asia,TEC-CO-10003496,Technology,Copiers,"Brother Wireless Fax, Digital",1892.25,5,0,927.15
8521,IN-2020-63766,2020-11-22,2020-11-26,Standard Class,MK-18160,Mike Kennedy,Consumer,Mangalore,Karnataka,India,Central Asia,OFF-LA-10004745,Office Supplies,Labels,"Harbour Creations Shipping Labels, Adjustable",18.72,2,0,9.12
8522,IN-2020-48982,2020-07-17,2020-07-20,Second Class,DH-13675,Duane Huffman,Home Office,Nagercoil,Tamil Nadu,India,Central Asia,TEC-AC-10000596,Technology,Accessories,"Enermax Memory Card, Erganomic",448.8,4,0,188.4
8523,IN-2019-76177,2019-12-28,2019-12-28,Same Day,CL-12565,Clay Ludtke,Consumer,Puyang,Henan,China,North Asia,OFF-AR-10001232,Office Supplies,Art,"Sanford Canvas, Fluorescent",155.34,3,0,48.15
2761,IN-2018-41261,2018-10-16,2018-10-22,Standard Class,TB-21055,Ted Butterfield,Consumer,Singapore,Downtown Core,Singapore,Southeast Asia,OFF-ST-10000362,Office Supplies,Storage,"Eldon File Cart, Blue",888.72,7,0,239.82
8525,ID-2019-68022,2019-09-09,2019-09-10,First Class,SP-20650,Stephanie Phelps,Corporate,Jakarta,Jakarta,Indonesia,Southeast Asia,OFF-SU-10003789,Office Supplies,Supplies,"Fiskars Box Cutter, Steel",74.0304,4,0.47,-9.8496
8526,IN-2019-42731,2019-12-31,2020-01-04,Standard Class,DG-13300,Deirdre Greer,Corporate,Shanghai,Shanghai,China,North Asia,TEC-MA-10002340,Technology,Machines,"Konica Receipt Printer, White",603.3,5,0,205.05
8527,ID-2020-13338,2020-05-29,2020-06-03,Standard Class,JC-15340,Jasper Cacioppo,Consumer,Canberra,Australian Capital Territory,Australia,Oceania,OFF-AP-10000729,Office Supplies,Appliances,"KitchenAid Refrigerator, White",1893.888,6,0.4,-221.112
8528,IN-2020-73587,2020-09-30,2020-10-02,Second Class,SS-20590,Sonia Sunley,Consumer,Syangja,Western,Nepal,Central Asia,FUR-FU-10000482,Furniture,Furnishings,"Eldon Photo Frame, Duo Pack",58.17,1,0,15.69
8529,IN-2020-73587,2020-09-30,2020-10-02,Second Class,SS-20590,Sonia Sunley,Consumer,Syangja,Western,Nepal,Central Asia,OFF-FA-10000974,Office Supplies,Fasteners,"Stockwell Paper Clips, Bulk Pack",14.01,1,0,5.58
8530,IN-2020-73587,2020-09-30,2020-10-02,Second Class,SS-20590,Sonia Sunley,Consumer,Syangja,Western,Nepal,Central Asia,TEC-PH-10003430,Technology,Phones,"Cisco Speaker Phone, VoIP",554.28,4,0,77.52
8531,IN-2020-73587,2020-09-30,2020-10-02,Second Class,SS-20590,Sonia Sunley,Consumer,Syangja,Western,Nepal,Central Asia,TEC-PH-10004358,Technology,Phones,"Samsung Office Telephone, Cordless",476.49,7,0,47.46
8532,IN-2020-54015,2020-02-14,2020-02-17,Second Class,MS-17980,Michael Stewart,Corporate,Phnom Penh,Phnom Penh,Cambodia,Southeast Asia,OFF-BI-10002684,Office Supplies,Binders,"Avery Hole Reinforcements, Clear",11.61,3,0,5.49
8533,IN-2019-17188,2019-06-25,2019-06-30,Standard Class,TD-20995,Tamara Dahlen,Consumer,Newcastle,New South Wales,Australia,Oceania,OFF-BI-10004651,Office Supplies,Binders,"Cardinal Binding Machine, Clear",44.307,1,0.1,17.697
8534,IN-2019-17188,2019-06-25,2019-06-30,Standard Class,TD-20995,Tamara Dahlen,Consumer,Newcastle,New South Wales,Australia,Oceania,TEC-CO-10003353,Technology,Copiers,"HP Personal Copier, High-Speed",440.964,4,0.1,-44.196
8535,ID-2019-24958,2019-05-29,2019-06-04,Standard Class,ML-17755,Max Ludwig,Home Office,Huangshi,Hubei,China,North Asia,FUR-TA-10001633,Furniture,Tables,"Bevis Wood Table, with Bottom Storage",747.054,2,0.3,-234.846
2762,IN-2018-41261,2018-10-16,2018-10-22,Standard Class,TB-21055,Ted Butterfield,Consumer,Singapore,Downtown Core,Singapore,Southeast Asia,OFF-AR-10002236,Office Supplies,Art,"Stanley Pencil Sharpener, Water Color",100.2,4,0,33.96
8537,IN-2019-12757,2019-06-08,2019-06-10,Second Class,PS-18760,Pamela Stobb,Consumer,Srinagar,Jammu and Kashmir,India,Central Asia,OFF-AP-10002186,Office Supplies,Appliances,"KitchenAid Toaster, Red",426.6,5,0,34.05
8538,ID-2020-42066,2020-09-30,2020-10-04,Second Class,TT-21070,Ted Trevino,Consumer,Manila,Metro Manila,Philippines,Southeast Asia,OFF-PA-10000302,Office Supplies,Paper,"Eaton Computer Printout Paper, Multicolor",30.756,2,0.45,-4.524
8539,IN-2018-74210,2018-08-12,2018-08-17,Standard Class,AR-10510,Andrew Roberts,Consumer,Jodhpur,Rajasthan,India,Central Asia,FUR-FU-10002972,Furniture,Furnishings,"Advantus Light Bulb, Duo Pack",60.39,3,0,6.03
8540,ID-2018-65411,2018-07-19,2018-07-20,First Class,CS-12175,Charles Sheldon,Corporate,Alice Springs,Northern Territory,Australia,Oceania,OFF-FA-10004795,Office Supplies,Fasteners,"Advantus Paper Clips, Assorted Sizes",41.04,4,0.1,-4.2
8541,ID-2018-65411,2018-07-19,2018-07-20,First Class,CS-12175,Charles Sheldon,Corporate,Alice Springs,Northern Territory,Australia,Oceania,OFF-ST-10004365,Office Supplies,Storage,"Fellowes Shelving, Wire Frame",256.095,5,0.1,105.195
8542,ID-2018-65411,2018-07-19,2018-07-20,First Class,CS-12175,Charles Sheldon,Corporate,Alice Springs,Northern Territory,Australia,Oceania,TEC-AC-10000639,Technology,Accessories,"Belkin Router, Bluetooth",1863,8,0.1,393.24
8543,ID-2018-65411,2018-07-19,2018-07-20,First Class,CS-12175,Charles Sheldon,Corporate,Alice Springs,Northern Territory,Australia,Oceania,FUR-TA-10001237,Furniture,Tables,"Barricks Coffee Table, Fully Assembled",424.158,2,0.3,-133.362
8544,ID-2020-37516,2020-12-01,2020-12-05,Standard Class,KB-16405,Katrina Bavinger,Home Office,Manila,Metro Manila,Philippines,Southeast Asia,OFF-ST-10004608,Office Supplies,Storage,"Smead Shelving, Industrial",54.351,2,0.45,-34.629
8545,ID-2020-37516,2020-12-01,2020-12-05,Standard Class,KB-16405,Katrina Bavinger,Home Office,Manila,Metro Manila,Philippines,Southeast Asia,TEC-CO-10002108,Technology,Copiers,"Brother Personal Copier, Color",562.887,6,0.35,129.807
8546,ID-2020-37516,2020-12-01,2020-12-05,Standard Class,KB-16405,Katrina Bavinger,Home Office,Manila,Metro Manila,Philippines,Southeast Asia,OFF-EN-10004473,Office Supplies,Envelopes,"Ames Interoffice Envelope, with clear poly window",53.526,2,0.45,-38.934
8547,ID-2020-37516,2020-12-01,2020-12-05,Standard Class,KB-16405,Katrina Bavinger,Home Office,Manila,Metro Manila,Philippines,Southeast Asia,OFF-SU-10002715,Office Supplies,Supplies,"Elite Trimmer, High Speed",45.837,2,0.45,-17.523
8548,ID-2020-37516,2020-12-01,2020-12-05,Standard Class,KB-16405,Katrina Bavinger,Home Office,Manila,Metro Manila,Philippines,Southeast Asia,FUR-CH-10002966,Furniture,Chairs,"Harbour Creations Swivel Stool, Red",135.09,1,0.25,-39.63
8549,IN-2020-60840,2020-11-04,2020-11-06,First Class,CD-11920,Carlos Daly,Consumer,Phnom Penh,Phnom Penh,Cambodia,Southeast Asia,OFF-BI-10004454,Office Supplies,Binders,"Cardinal Binder Covers, Clear",34.38,3,0,15.12
8550,IN-2020-60840,2020-11-04,2020-11-06,First Class,CD-11920,Carlos Daly,Consumer,Phnom Penh,Phnom Penh,Cambodia,Southeast Asia,OFF-AP-10000490,Office Supplies,Appliances,"Hamilton Beach Coffee Grinder, Silver",130.23,3,0,32.49
8551,IN-2020-60840,2020-11-04,2020-11-06,First Class,CD-11920,Carlos Daly,Consumer,Phnom Penh,Phnom Penh,Cambodia,Southeast Asia,TEC-AC-10001600,Technology,Accessories,"Belkin Numeric Keypad, Bluetooth",115.5,2,0,49.62
8552,IN-2020-60840,2020-11-04,2020-11-06,First Class,CD-11920,Carlos Daly,Consumer,Phnom Penh,Phnom Penh,Cambodia,Southeast Asia,TEC-CO-10001482,Technology,Copiers,"Sharp Ink, High-Speed",245.22,2,0,31.86
8553,IN-2020-60840,2020-11-04,2020-11-06,First Class,CD-11920,Carlos Daly,Consumer,Phnom Penh,Phnom Penh,Cambodia,Southeast Asia,OFF-BI-10000168,Office Supplies,Binders,"Cardinal Hole Reinforcements, Recycled",11.4,2,0,2.82
8554,IN-2020-60840,2020-11-04,2020-11-06,First Class,CD-11920,Carlos Daly,Consumer,Phnom Penh,Phnom Penh,Cambodia,Southeast Asia,TEC-MA-10002471,Technology,Machines,"Epson Phone, Durable",891.99,11,0,445.83
8555,IN-2020-20870,2020-07-09,2020-07-13,Standard Class,EM-14140,Eugene Moren,Home Office,Malegaon,Maharashtra,India,Central Asia,TEC-CO-10003982,Technology,Copiers,"HP Ink, High-Speed",507.6,4,0,218.16
8556,IN-2020-20870,2020-07-09,2020-07-13,Standard Class,EM-14140,Eugene Moren,Home Office,Malegaon,Maharashtra,India,Central Asia,TEC-PH-10003075,Technology,Phones,"Samsung Signal Booster, Full Size",413.64,3,0,8.19
8557,IN-2020-20870,2020-07-09,2020-07-13,Standard Class,EM-14140,Eugene Moren,Home Office,Malegaon,Maharashtra,India,Central Asia,FUR-FU-10002648,Furniture,Furnishings,"Rubbermaid Stacking Tray, Erganomic",95.04,4,0,46.56
8558,IN-2020-20870,2020-07-09,2020-07-13,Standard Class,EM-14140,Eugene Moren,Home Office,Malegaon,Maharashtra,India,Central Asia,OFF-SU-10002344,Office Supplies,Supplies,"Stiletto Box Cutter, Serrated",163.35,5,0,75
8559,IN-2020-20870,2020-07-09,2020-07-13,Standard Class,EM-14140,Eugene Moren,Home Office,Malegaon,Maharashtra,India,Central Asia,FUR-BO-10003301,Furniture,Bookcases,"Dania Floating Shelf Set, Metal",2194.53,13,0,438.75
8560,IN-2019-78389,2019-01-06,2019-01-09,First Class,JK-15205,Jamie Kunitz,Consumer,Bangkok,Bangkok,Thailand,Southeast Asia,OFF-SU-10000175,Office Supplies,Supplies,"Elite Scissors, Easy Grip",63.9975,5,0.47,-35.1525
8561,IN-2020-71382,2020-10-11,2020-10-16,Standard Class,TT-21070,Ted Trevino,Consumer,Tokyo,Tokyo,Japan,North Asia,FUR-CH-10000430,Furniture,Chairs,"SAFCO Swivel Stool, Red",503.82,3,0,196.47
8562,IN-2020-71382,2020-10-11,2020-10-16,Standard Class,TT-21070,Ted Trevino,Consumer,Tokyo,Tokyo,Japan,North Asia,FUR-BO-10001580,Furniture,Bookcases,"Dania Stackable Bookrack, Pine",737.64,6,0,125.28
8563,IN-2020-61218,2020-08-20,2020-08-22,First Class,DW-13195,David Wiener,Corporate,Bhiwandi,Maharashtra,India,Central Asia,FUR-FU-10003939,Furniture,Furnishings,"Tenex Photo Frame, Duo Pack",311.4,6,0,111.96
8564,ID-2018-70213,2018-02-11,2018-02-15,Second Class,SC-20575,Sonia Cooley,Consumer,Wodonga,Victoria,Australia,Oceania,OFF-LA-10002289,Office Supplies,Labels,"Hon Shipping Labels, Adjustable",41.715,5,0.1,-0.585
8565,ID-2018-70213,2018-02-11,2018-02-15,Second Class,SC-20575,Sonia Cooley,Consumer,Wodonga,Victoria,Australia,Oceania,OFF-PA-10002771,Office Supplies,Paper,"Xerox Computer Printout Paper, Premium",47.412,2,0.1,19.452
8566,ID-2020-70640,2020-08-12,2020-08-16,Standard Class,HL-15040,Hunter Lopez,Consumer,Caloocan,Metro Manila,Philippines,Southeast Asia,TEC-MA-10002827,Technology,Machines,"StarTech Printer, Red",569.97,3,0.25,-159.66
8567,ID-2020-70640,2020-08-12,2020-08-16,Standard Class,HL-15040,Hunter Lopez,Consumer,Caloocan,Metro Manila,Philippines,Southeast Asia,OFF-BI-10003806,Office Supplies,Binders,"Avery Index Tab, Clear",16.1415,3,0.15,6.2415
8568,IN-2019-35017,2019-06-08,2019-06-10,Second Class,SR-20740,Steven Roelle,Home Office,Kalyan,Maharashtra,India,Central Asia,OFF-EN-10004418,Office Supplies,Envelopes,"GlobeWeis Clasp Envelope, Recycled",43.5,5,0,6
8569,IN-2018-47813,2018-02-19,2018-02-23,Standard Class,ME-18010,Michelle Ellison,Corporate,Zaozhuang,Shandong,China,North Asia,FUR-CH-10002573,Furniture,Chairs,"Office Star Executive Leather Armchair, Adjustable",930,2,0,158.1
8570,IN-2020-24909,2020-12-12,2020-12-17,Standard Class,MG-17650,Matthew Grinstein,Home Office,Huaiyin,Jiangsu,China,North Asia,TEC-AC-10002257,Technology,Accessories,"Logitech Numeric Keypad, Bluetooth",185.28,4,0,64.8
8571,IN-2020-24909,2020-12-12,2020-12-17,Standard Class,MG-17650,Matthew Grinstein,Home Office,Huaiyin,Jiangsu,China,North Asia,FUR-FU-10004778,Furniture,Furnishings,"Deflect-O Light Bulb, Duo Pack",114.3,6,0,13.68
8572,IN-2020-24909,2020-12-12,2020-12-17,Standard Class,MG-17650,Matthew Grinstein,Home Office,Huaiyin,Jiangsu,China,North Asia,TEC-CO-10004263,Technology,Copiers,"Hewlett Personal Copier, Laser",865.62,6,0,34.56
8573,IN-2020-64753,2020-12-16,2020-12-20,Standard Class,EB-13870,Emily Burns,Consumer,Surat,Gujarat,India,Central Asia,OFF-AR-10000387,Office Supplies,Art,"Sanford Highlighters, Water Color",37.86,2,0,16.98
8574,IN-2017-32581,2017-12-13,2017-12-17,Standard Class,MC-17605,Matt Connell,Corporate,Perth,Western Australia,Australia,Oceania,OFF-PA-10003784,Office Supplies,Paper,"Eaton Note Cards, Premium",75.573,3,0.1,33.543
8575,IN-2017-32581,2017-12-13,2017-12-17,Standard Class,MC-17605,Matt Connell,Corporate,Perth,Western Australia,Australia,Oceania,OFF-LA-10003338,Office Supplies,Labels,"Novimex Legal Exhibit Labels, Alphabetical",27.783,3,0.1,10.143
8576,IN-2017-32581,2017-12-13,2017-12-17,Standard Class,MC-17605,Matt Connell,Corporate,Perth,Western Australia,Australia,Oceania,FUR-BO-10001501,Furniture,Bookcases,"Bush Classic Bookcase, Metal",1112.778,3,0.1,407.988
8577,IN-2018-33162,2018-01-20,2018-01-24,Standard Class,PN-18775,Parhena Norris,Home Office,Yangon,Yangon,Myanmar (Burma),Southeast Asia,FUR-CH-10003336,Furniture,Chairs,"SAFCO Chairmat, Adjustable",227.4315,5,0.27,-34.3185
8578,IN-2020-70465,2020-02-15,2020-02-19,Second Class,MA-17995,Michelle Arnett,Home Office,Hirakata,Osaka,Japan,North Asia,OFF-EN-10002003,Office Supplies,Envelopes,"Ames Clasp Envelope, Set of 50",21.6,3,0,9.27
8579,IN-2020-37551,2020-12-25,2020-12-29,Standard Class,DJ-13510,Don Jones,Corporate,Surabaya,Jawa Timur,Indonesia,Southeast Asia,FUR-FU-10002250,Furniture,Furnishings,"Advantus Photo Frame, Durable",73.0146,2,0.27,14.9946
8580,IN-2020-37551,2020-12-25,2020-12-29,Standard Class,DJ-13510,Don Jones,Corporate,Surabaya,Jawa Timur,Indonesia,Southeast Asia,FUR-FU-10002362,Furniture,Furnishings,"Advantus Door Stop, Black",230.1033,7,0.27,44.0433
8581,ID-2020-31363,2020-06-10,2020-06-11,First Class,SC-20380,Shahid Collister,Consumer,Marikina,Metro Manila,Philippines,Southeast Asia,OFF-AP-10001824,Office Supplies,Appliances,"Breville Stove, Silver",1433.8395,3,0.15,-84.3705
8582,IN-2018-53581,2018-06-07,2018-06-10,First Class,NS-18505,Neola Schneider,Consumer,Cairns,Queensland,Australia,Oceania,FUR-CH-10002117,Furniture,Chairs,"Hon Steel Folding Chair, Red",293.112,6,0.4,-9.828
8583,IN-2018-68561,2018-11-01,2018-11-05,Standard Class,BN-11515,Bradley Nguyen,Consumer,Zaozhuang,Shandong,China,North Asia,OFF-SU-10002649,Office Supplies,Supplies,"Elite Shears, Serrated",87.42,2,0,32.34
8584,IN-2018-68561,2018-11-01,2018-11-05,Standard Class,BN-11515,Bradley Nguyen,Consumer,Zaozhuang,Shandong,China,North Asia,TEC-CO-10003250,Technology,Copiers,"Brother Personal Copier, Digital",427.59,3,0,128.25
8585,ID-2018-28402,2018-04-20,2018-04-23,First Class,AJ-10780,Anthony Jacobs,Corporate,Kabul,Kabul,Afghanistan,Central Asia,FUR-TA-10001889,Furniture,Tables,"Bevis Conference Table, Fully Assembled",4626.15,5,0,647.55
8586,ID-2020-10160,2020-09-02,2020-09-04,Second Class,RF-19345,Randy Ferguson,Corporate,Manila,Metro Manila,Philippines,Southeast Asia,FUR-CH-10002872,Furniture,Chairs,"SAFCO Executive Leather Armchair, Adjustable",695.88,2,0.25,-167.04
8587,IN-2018-78305,2018-07-16,2018-07-21,Standard Class,MC-17425,Mark Cousins,Corporate,Rockhampton,Queensland,Australia,Oceania,OFF-BI-10000928,Office Supplies,Binders,"Ibico Binder, Clear",26.892,2,0.1,11.052
8588,IN-2019-43151,2019-09-18,2019-09-21,Second Class,SU-20665,Stephanie Ulpright,Home Office,Kabul,Kabul,Afghanistan,Central Asia,OFF-FA-10003893,Office Supplies,Fasteners,"OIC Paper Clips, 12 Pack",13.86,1,0,2.34
8589,IN-2019-43151,2019-09-18,2019-09-21,Second Class,SU-20665,Stephanie Ulpright,Home Office,Kabul,Kabul,Afghanistan,Central Asia,TEC-AC-10002324,Technology,Accessories,"Enermax Numeric Keypad, Bluetooth",114.66,2,0,4.56
8590,IN-2019-42311,2019-02-28,2019-03-01,First Class,MH-17785,Maya Herman,Corporate,Tianjin,Tianjin,China,North Asia,OFF-PA-10004475,Office Supplies,Paper,"Xerox Computer Printout Paper, 8.5 x 11",60.96,2,0,16.44
8591,IN-2019-42311,2019-02-28,2019-03-01,First Class,MH-17785,Maya Herman,Corporate,Tianjin,Tianjin,China,North Asia,TEC-AC-10001022,Technology,Accessories,"SanDisk Flash Drive, USB",79.5,2,0,15.9
8592,IN-2019-42311,2019-02-28,2019-03-01,First Class,MH-17785,Maya Herman,Corporate,Tianjin,Tianjin,China,North Asia,OFF-AR-10001529,Office Supplies,Art,"Sanford Pens, Fluorescent",49.44,4,0,14.28
8593,IN-2019-42311,2019-02-28,2019-03-01,First Class,MH-17785,Maya Herman,Corporate,Tianjin,Tianjin,China,North Asia,OFF-AR-10000027,Office Supplies,Art,"Boston Pencil Sharpener, Easy-Erase",120.84,4,0,53.16
8594,IN-2019-42311,2019-02-28,2019-03-01,First Class,MH-17785,Maya Herman,Corporate,Tianjin,Tianjin,China,North Asia,FUR-FU-10001942,Furniture,Furnishings,"Eldon Frame, Duo Pack",232.62,2,0,69.78
8595,IN-2019-42311,2019-02-28,2019-03-01,First Class,MH-17785,Maya Herman,Corporate,Tianjin,Tianjin,China,North Asia,FUR-BO-10000980,Furniture,Bookcases,"Bush Library with Doors, Traditional",364.32,1,0,131.13
8596,IN-2019-42311,2019-02-28,2019-03-01,First Class,MH-17785,Maya Herman,Corporate,Tianjin,Tianjin,China,North Asia,FUR-CH-10002631,Furniture,Chairs,"Office Star Bag Chairs, Black",106.02,2,0,9.54
8597,IN-2019-42311,2019-02-28,2019-03-01,First Class,MH-17785,Maya Herman,Corporate,Tianjin,Tianjin,China,North Asia,OFF-ST-10003810,Office Supplies,Storage,"Tenex Box, Single Width",49.59,3,0,17.28
8598,IN-2019-42311,2019-02-28,2019-03-01,First Class,MH-17785,Maya Herman,Corporate,Tianjin,Tianjin,China,North Asia,FUR-CH-10000294,Furniture,Chairs,"Office Star Swivel Stool, Red",521.82,3,0,114.75
8599,IN-2019-42311,2019-02-28,2019-03-01,First Class,MH-17785,Maya Herman,Corporate,Tianjin,Tianjin,China,North Asia,OFF-ST-10001638,Office Supplies,Storage,"Tenex File Cart, Single Width",538.44,4,0,156.12
8600,IN-2019-42311,2019-02-28,2019-03-01,First Class,MH-17785,Maya Herman,Corporate,Tianjin,Tianjin,China,North Asia,OFF-ST-10003334,Office Supplies,Storage,"Smead Trays, Wire Frame",95.1,2,0,17.1
8601,IN-2019-42311,2019-02-28,2019-03-01,First Class,MH-17785,Maya Herman,Corporate,Tianjin,Tianjin,China,North Asia,OFF-BI-10000006,Office Supplies,Binders,"Ibico Binder, Durable",67.92,4,0,14.16
8602,IN-2019-42311,2019-02-28,2019-03-01,First Class,MH-17785,Maya Herman,Corporate,Tianjin,Tianjin,China,North Asia,OFF-AR-10004068,Office Supplies,Art,"Boston Markers, Fluorescent",82.89,3,0,36.45
8603,ID-2018-51565,2018-03-30,2018-04-01,Second Class,BW-11065,Barry Weirich,Consumer,Lahore,Punjab,Pakistan,Central Asia,OFF-SU-10000835,Office Supplies,Supplies,"Acme Box Cutter, Steel",55.8,3,0.5,-42.48
8604,IN-2019-74798,2019-12-25,2019-12-26,First Class,EB-13705,Ed Braxton,Corporate,Sydney,New South Wales,Australia,Oceania,OFF-PA-10004727,Office Supplies,Paper,"Eaton Note Cards, 8.5 x 11",23.841,1,0.1,5.811
8605,ID-2019-52594,2019-04-11,2019-04-17,Standard Class,SJ-20215,Sarah Jordon,Consumer,Medan,Sumatera Utara,Indonesia,Southeast Asia,OFF-EN-10000726,Office Supplies,Envelopes,"Jiffy Clasp Envelope, Set of 50",13.5468,3,0.47,-3.1032
8606,ID-2019-52594,2019-04-11,2019-04-17,Standard Class,SJ-20215,Sarah Jordon,Consumer,Medan,Sumatera Utara,Indonesia,Southeast Asia,OFF-SU-10001731,Office Supplies,Supplies,"Elite Letter Opener, High Speed",70.755,5,0.47,2.655
8607,ID-2019-52594,2019-04-11,2019-04-17,Standard Class,SJ-20215,Sarah Jordon,Consumer,Medan,Sumatera Utara,Indonesia,Southeast Asia,TEC-PH-10001614,Technology,Phones,"Motorola Audio Dock, VoIP",287.9436,2,0.17,38.1036
8608,ID-2019-52594,2019-04-11,2019-04-17,Standard Class,SJ-20215,Sarah Jordon,Consumer,Medan,Sumatera Utara,Indonesia,Southeast Asia,OFF-SU-10003515,Office Supplies,Supplies,"Acme Shears, Serrated",98.8344,4,0.47,-67.2456
8609,ID-2019-52594,2019-04-11,2019-04-17,Standard Class,SJ-20215,Sarah Jordon,Consumer,Medan,Sumatera Utara,Indonesia,Southeast Asia,OFF-SU-10003717,Office Supplies,Supplies,"Stiletto Ruler, Serrated",24.5496,4,0.47,-18.5304
8610,ID-2019-52594,2019-04-11,2019-04-17,Standard Class,SJ-20215,Sarah Jordon,Consumer,Medan,Sumatera Utara,Indonesia,Southeast Asia,TEC-PH-10001535,Technology,Phones,"Nokia Speaker Phone, Cordless",313.74,3,0.17,15.12
8611,ID-2020-54071,2020-05-09,2020-05-09,Same Day,JG-15310,Jason Gross,Corporate,Bangkok,Bangkok,Thailand,Southeast Asia,FUR-BO-10001541,Furniture,Bookcases,"Bush Stackable Bookrack, Traditional",309.8844,4,0.37,-142.7556
8612,ID-2020-54071,2020-05-09,2020-05-09,Same Day,JG-15310,Jason Gross,Corporate,Bangkok,Bangkok,Thailand,Southeast Asia,TEC-PH-10004261,Technology,Phones,"Nokia Signal Booster, Full Size",343.0971,3,0.17,45.4671
8613,ID-2020-54071,2020-05-09,2020-05-09,Same Day,JG-15310,Jason Gross,Corporate,Bangkok,Bangkok,Thailand,Southeast Asia,OFF-AR-10003554,Office Supplies,Art,"Stanley Canvas, Blue",131.0955,5,0.47,-59.4045
8614,ID-2017-25581,2017-10-18,2017-10-21,First Class,LS-17230,Lycoris Saunders,Consumer,Sialkot,Punjab,Pakistan,Central Asia,FUR-BO-10001967,Furniture,Bookcases,"Safco Corner Shelving, Mobile",243.168,2,0.2,-27.372
8615,ID-2017-25581,2017-10-18,2017-10-21,First Class,LS-17230,Lycoris Saunders,Consumer,Sialkot,Punjab,Pakistan,Central Asia,OFF-EN-10003435,Office Supplies,Envelopes,"GlobeWeis Business Envelopes, with clear poly window",20.88,2,0.5,-7.98
8616,ID-2017-25581,2017-10-18,2017-10-21,First Class,LS-17230,Lycoris Saunders,Consumer,Sialkot,Punjab,Pakistan,Central Asia,FUR-FU-10002803,Furniture,Furnishings,"Deflect-O Stacking Tray, Erganomic",95.64,5,0.2,-14.46
8617,IN-2019-44460,2019-03-06,2019-03-07,First Class,EB-13930,Eric Barreto,Consumer,Ballarat,Victoria,Australia,Oceania,OFF-EN-10000224,Office Supplies,Envelopes,"Cameo Clasp Envelope, Recycled",37.395,5,0.1,4.095
8618,IN-2019-44460,2019-03-06,2019-03-07,First Class,EB-13930,Eric Barreto,Consumer,Ballarat,Victoria,Australia,Oceania,TEC-PH-10002428,Technology,Phones,"Apple Headset, VoIP",198.045,3,0.1,-15.435
8619,IN-2019-44460,2019-03-06,2019-03-07,First Class,EB-13930,Eric Barreto,Consumer,Ballarat,Victoria,Australia,Oceania,OFF-LA-10003617,Office Supplies,Labels,"Smead Legal Exhibit Labels, Adjustable",24.3,3,0.1,8.91
8620,IN-2018-57137,2018-04-21,2018-04-26,Second Class,DR-12880,Dan Reichenbach,Corporate,Ho Chi Minh City,Ho Chí Minh City,Vietnam,Southeast Asia,TEC-PH-10001640,Technology,Phones,"Motorola Office Telephone, Full Size",121.263,2,0.17,35.043
8621,ID-2017-73482,2017-11-15,2017-11-17,First Class,OT-18730,Olvera Toch,Consumer,Hanoi,Thủ Dô Hà Nội,Vietnam,Southeast Asia,FUR-FU-10001452,Furniture,Furnishings,"Rubbermaid Door Stop, Black",63.948,2,0.27,-9.672
8622,IN-2019-37215,2019-07-17,2019-07-22,Standard Class,GH-14485,Gene Hale,Corporate,Denpasar,Bali,Indonesia,Southeast Asia,OFF-LA-10003141,Office Supplies,Labels,"Hon Shipping Labels, Laser Printer Compatible",48.2088,8,0.47,2.6088
8623,IN-2019-37215,2019-07-17,2019-07-22,Standard Class,GH-14485,Gene Hale,Corporate,Denpasar,Bali,Indonesia,Southeast Asia,TEC-PH-10004618,Technology,Phones,"Motorola Signal Booster, Cordless",121.1634,1,0.17,29.1834
8624,ID-2018-25217,2018-04-14,2018-04-18,Standard Class,RA-19915,Russell Applegate,Consumer,Depok,Yogyakarta,Indonesia,Southeast Asia,TEC-PH-10003652,Technology,Phones,"Motorola Headset, Cordless",205.6491,3,0.17,-27.2709
8625,ID-2018-25217,2018-04-14,2018-04-18,Standard Class,RA-19915,Russell Applegate,Consumer,Depok,Yogyakarta,Indonesia,Southeast Asia,FUR-CH-10001322,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable",347.553,1,0.27,-23.817
8626,IN-2019-37446,2019-08-08,2019-08-12,Second Class,RH-19555,Ritsa Hightower,Consumer,Bacoor,Cavite,Philippines,Southeast Asia,OFF-EN-10004526,Office Supplies,Envelopes,"GlobeWeis Mailers, Recycled",20.5425,1,0.45,-0.0075
8627,IN-2019-37446,2019-08-08,2019-08-12,Second Class,RH-19555,Ritsa Hightower,Consumer,Bacoor,Cavite,Philippines,Southeast Asia,TEC-MA-10000606,Technology,Machines,"Okidata Printer, White",1000.9125,5,0.25,26.6625
8628,ID-2019-22445,2019-06-14,2019-06-16,First Class,AB-10600,Ann Blume,Corporate,Banjarmasin,Kalimantan Selatan,Indonesia,Southeast Asia,OFF-PA-10002811,Office Supplies,Paper,"Green Bar Message Books, 8.5 x 11",44.4087,3,0.47,-30.2013
